"台灣易思資訊科技股份有限公司",1a2x6bk2lv
"台灣泰凌微電子有限公司",ooyqz9s
"宏駿科技股份有限公司",1a2x6biq4c
"元譯實業股份有限公司",13iwffkg
"豐醇科技有限公司",1a2x6bj8lz
"爾灣科技有限公司",1a2x6bltmm
"寰宇宏科技股份有限公司",1a2x6bl308
"愛思強股份有限公司（AIXTRON Taiwan Co., Ltd.）",5votlnc
"兆能科技事業有限公司",wc0kyqg
"欣楓股份有限公司",18nk0yls
"三多利國際有限公司",18ph1wxs
"立達國際電子股份有限公司",bj6q5k8
"NEC_台灣恩益禧股份有限公司",5ok0vgo
"立大資訊網路股份有限公司",cl0mhmg
"金湛媒體科技股份有限公司",1a2x6bjsex
"聯強/OPPO/遠傳門市_宏成通訊企業有限公司",1a2x6bjtzh
"宇信電子有限公司",1a2x6blity
"皇亮科技股份有限公司",oepm54g
"連虹股份有限公司",w39picg
"擎元精密機械股份有限公司",10v2pfag
"泰立網路整合股份有限公司",10vhiplc
"嘉陞國際有限公司",10qkb93k
"泓海科技股份有限公司",10swv314
"鉅侖科技股份有限公司",10xdg8y0
"炘晟科技股份有限公司",1a2x6blueg
"海易科技股份有限公司",1a2x6blw0v
"幣修學分有限公司",1a2x6bm4hq
"幣修學分有限公司",1a2x6bm4hq
"永豐網路平台股份有限公司",1a2x6bm4jj
"樺康智雲股份有限公司",1a2x6bm4ln
"富綠新能源股份有限公司",1a2x6bm4lj
"台灣統明亮科技有限公司",1a2x6bm4kd
"天晶光電科技股份有限公司",1a2x6bm4ks
"MicroAI_One Tech Inc.",1a2x6bm4lc
"謙智機械有限公司",1a2x6bm4ls
"宇鎧科技股份有限公司",1a2x6blba7
"桓銘科技股份有限公司",1a2x6ble5y
"松揚科技有限公司",1a2x6bldue
"頑石國際有限公司",1a2x6bljmn
"華鉅網路股份有限公司",1a2x6bloij
"水碓柒研創有限公司",1a2x6blsip
"炘晟科技股份有限公司",1a2x6blueg
"寧恩科技有限公司",1a2x6blszc
"海易科技股份有限公司",1a2x6blw0v
"加密城市科技股份有限公司",1a2x6blwp6
"韋福電子有限公司",159z1psg
"超詮科技股份有限公司",18jz19rk
"立達信光電集團_立信電子科技有限公司",1a2x6bk127
"洋鑫科技股份有限公司",5w54g6w
"天空八八科技有限公司",1a2x6bkvf3
"極電資訊有限公司",awwaqsw
"衡基科技有限公司",1a2x6bk6n4
"尚谷數位行銷有限公司",1a2x6blfvs
"點映科技股份有限公司",1a2x6blbru
"太磊國際有限公司",1a2x6bim71
"信秉企業有限公司",1a2x6blno0
"鼎強科技股份有限公司",1a2x6bi14a
"中冠資訊股份有限公司",widcrxk
"品叡科技有限公司",1a2x6bkq82
"啟銓科技股份有限公司",1a2x6bktrc
"霍爾媒體有限公司",1a2x6bjr70
"波電企業股份有限公司",25pucmo
"世紀智庫管理顧問股份有限公司 (SmartM)",1a2x6bj7w6
"您好健康網路科技股份有限公司",1a2x6bkkv0
"台灣大哥大虎尾林森店_成采企業有限公司",5v5dow0
"慶泰興科技股份有限公司",cn3zeqw
"鈦思科技股份有限公司",7ms1jyo
"研力數碼科技有限公司",10z6ebgw
"英茂科技有限公司",1a2x6bl8px
"大塚科技股份有限公司",10zlqf8o
"創昕顧問股份有限公司",1a2x6bksol
"大陸商深圳市極致匯儀科技有限公司",1a2x6bipmb
"立乙科技有限公司",18qphwh4
"美商錸創聯有限公司",1a2x6bm15p
"易百益投資有限公司",1a2x6blszy
"粉紅行銷股份有限公司",1a2x6bki0y
"加百裕工業股份有限公司",7h3w268
"福鈴科技有限公司",1a2x6bimpj
"群豐科技股份有限公司",cwvzqg8
"方喬科技股份有限公司",1a2x6bj8x9
"湛橙資訊有限公司",1a2x6bjiy0
"台灣新進國際股份有限公司",wd7x99c
"大谷興有限公司",oe24t0w
"英達科技有限公司",10rwgnvk
"旺昌電子股份有限公司",111p1448
"貝爾網站國際有限公司",10vfwnbc
"訊譜有限公司",1a2x6blu48
"塔台智能網絡股份有限公司",1a2x6blaf5
"馬在飛科技有限公司",1a2x6blo9g
"點點閱有限公司",1a2x6blpei
"芒果樹科技",1a2x6blpr9
"訊譜有限公司",1a2x6blu48
"全得宏資訊有限公司",1a2x6blziq
"旺昌電子股份有限公司",111p1448
"英諾菲數位科技股份有限公司",1a2x6bm3tw
"總智庫行創有限公司",1a2x6bm40d
"Tecpal Limited",1a2x6bm4ku
"冠宏眼鏡有限公司",a7bept4
"慈暉電腦有限公司",aaqhefs
"育學雲端股份有限公司",cr154vk
"如梭世代有限公司",1a2x6bl2vx
"英特金實業有限公司",7eq2ieo
"益實實業股份有限公司",9ixpceo
"醫電鼎眾股份有限公司",cjbp8u0
"安舍國際有限公司",1a2x6blndf
"財團法人台灣地理資訊中心",8o4k48w
"崧彰企業有限公司",1a2x6bicdy
"穎諾科技股份有限公司",1a2x6blmln
"魁亨科技股份有限公司",d6n2k4w
"瑞珣股份有限公司",18op1ks8
"閎民科技股份有限公司",151q05fc
"華藝數位股份有限公司",wh6po1k
"迪西聲訊股份有限公司",10vtg70g
"思仕廣有限公司",1a2x6blusm
"承銘科技股份有限公司",d8dq7u8
"優佾科技有限公司",5u7a7ug
"日城資訊股份有限公司",7p6ve20
"年豐企業有限公司",12xtq2pc
"明憲科技有限公司",1a2x6blcor
"Moment Pet Wellness_有牠的生活股份有限公司",1a2x6bm4hc
"芝程科技有限公司",dehlu14
"翊勤科技股份有限公司",5ve8yps
"加煒興業股份有限公司",ajzxy0o
"宏惠光電股份有限公司",ac8ofbk
"啟昇工程有限公司",7n93sm8
"同一工業有限公司",axtiin4
"柏叡自動化科技股份有限公司",cmplshk
"艾陞科技有限公司",b6qcde8
"美環能股份有限公司",b5y25j4
"巧橡科技有限公司",d4ywaso
"力士科技股份有限公司",d76w56g
"美商原備有限公司台灣分公司",dbhoby0
"萬利電子股份有限公司",d9wkr68
"樺晟電子股份有限公司",i71egww
"廣鼎國際有限公司",12poeds8
"高揚資訊股份有限公司",14ziqmko
"亨新電子工業有限公司",15428yr4
"台灣歌爾泰克有限公司",1a2x6bi0q6
"泰宣企業股份有限公司",18jfv5mo
"魔方數位資訊服務有限公司",1a2x6bij46
"艾可開發股份有限公司",1a2x6bik39
"盈升益有限公司",1a2x6bjj1u
"新勢明科技有限公司",1a2x6bjd0k
"立創光電股份有限公司",1a2x6bjnn2
"麗源光電股份有限公司",1a2x6bkm51
"新加坡商揪口有限公司台灣分公司",1a2x6bl6kw
"鎂放數位媒體有限公司",1a2x6blqru
"鑫多媒體企業社",1a2x6blmvm
"錄佳光電科技有限公司",1a2x6bkr1x
"米斯特資訊有限公司",1a2x6bm4ih
"積木互動娛樂股份有限公司",1a2x6bm4e3
"辛太科技有限公司",1a2x6bm4go
"預見數據有限公司",1a2x6bm4i0
"美商無限智能股份有限公司",1a2x6bm4i2
"宇晨自動化科技有限公司",1a2x6bkw2i
"尚成科技有限公司",10rtiugo
"透視數據有限公司",1a2x6bk3ex
"鴻鼎資訊股份有限公司",1a2x6bik4l
"長豐智能科技股份有限公司",22v2c0g
"安達數位有限公司",110kb6yw
"喬登多媒體科技股份有限公司",113073fk
"玩運彩網路有限公司",dc0bfo0
"幻鼎數位科技有限公司",1a2x6blzre
"科寶電子股份有限公司",d7p0a14
"坤巨資訊股份有限公司",1538kkk8
"光研光纖工程行",1a2x6bihat
"豐聿科技股份有限公司",1a2x6blwyi
"凱健科技股份有限公司",1a2x6bjs06
"永純應用材料股份有限公司",d9t4djs
"諾司實業股份有限公司",156fqq4w
"唐覲企業有限公司",1a2x6blgih
"艾富資訊股份有限公司",10us97b4
"雷光網路科技有限公司",1a2x6blrx6
"昇揚國際資訊股份有限公司",1a2x6bkqfh
"騰榮創新股份有限公司",1a2x6blink
"弘翰科技股份有限公司",1a2x6blmvz
"熱點影像科技有限公司",b5gnp28
"好物有限公司",1a2x6bj5zh
"冠緯科技股份有限公司",12rlepqo
"歐宏光電股份有限公司",1a2x6blmw8
"雲康管理顧問有限公司",1a2x6blf9h
"冠永騰國際有限公司",1a2x6bl02t
"巨豪實業股份有限公司",aa7smj4
"資立電腦股份有限公司",avflplc
"大瑞科技股份有限公司",111fzio0
"三禮電子器材股份有限公司",e5v0ppk
"益新國際科技有限公司",157en3aw
"東芝_台灣鎧俠先進半導體股份有限公司",a5ir7oo
"世靖科技有限公司",1a2x6bm2vf
"崇碁科技股份有限公司",6129riw
"優懋網電科技股份有限公司",12x8r93c
"鴻磬科技股份有限公司",15axmju0
"集程科技有限公司",1a2x6bit46
"嘉明利科技股份有限公司",1a2x6bj93x
"綠達節能科技股份有限公司",d7pnbi8
"富比庫股份有限公司",1a2x6bjlux
"博宇電子股份有限公司",1a2x6bjjfp
"景承科技股份有限公司",1a2x6bjklv
"戴爾特科技有限公司",od71c3k
"宥成科技實業社",1a2x6blvzi
"賽席爾商拜侖科技集團有限公司",1a2x6bkrs2
"乙汎國際有限公司",1a2x6bkwdm
"Kandou Bus Taiwan Inc._肯度科技有限公司",1a2x6bm4da
"超級兔頭娛樂有限公司",1a2x6bm4d4
"順盈有限公司",1a2x6bm4ei
"莫比機器人股份有限公司",1a2x6bm4fv
"臥龍網路營銷有限公司",1a2x6bm4eq
"鈞悠股份有限公司",1a2x6bm4en
"德瀚資訊有限公司",1a2x6bm3xb
"蘋果大聯盟美術館店_合定企業社",1a2x6bm4du
"智造科技股份有限公司",1a2x6bm4f1
"守付數位有限公司",1a2x6bl96z
"旎恩系統有限公司",1a2x6blgw4
"鴻海集團_虹晶科技股份有限公司",1a2x6biryr
"巴鈉德科技股份有限公司",1a2x6bm49e
"明虹科技股份有限公司",1a2x6bim3k
"智運國際科技股份有限公司",1a2x6bls4z
"竣丞國際有限公司",1a2x6bjhdj
"佳得科技工程行",1a2x6blgf4
"大勝科技實業有限公司",10rvdms8
"昶勛科技有限公司",1a2x6blimu
"進詠實業股份有限公司",ckm6lko
"歐格電子股份有限公司",edqxl3k
"台灣用友資訊軟體有限公司",olbdvl4
"陣列科技有限公司",wg81ejk
"亦立科技有限公司",10xu7skg
"鼎嚮科研股份有限公司",1a2x6bi69g
"智技有限公司",1a2x6blr6p
"超玖有限公司",1a2x6bif6v
"寰璟科技有限公司",1a2x6blp0r
"盈果數位有限公司",1a2x6blau7
"台灣信越半導體股份有限公司",12nogync
"新加坡商巧源電子科技股份有限公司台灣分公司",1a2x6bli3z
"網擎資訊軟體股份有限公司",7hkxtuo
"寶笙科技股份有限公司",7mpwng0
"長棣股份有限公司",150wg99s
"慶芳科技工程有限公司",1a2x6bjtfz
"合源通訊有限公司",1a2x6bln48
"Potix Corporation_普奇科技有限公司",d67vnv4
"太創能源股份有限公司",1a2x6bj73g
"亞洲伊帆科技股份有限公司",cqin6c8
"艾瑞小舖",1a2x6blnkc
"龐誼綠能科技股份有限公司",1a2x6bkzje
"神農資訊股份有限公司",cnlvvd4
"炯城科技股份有限公司",oh0yttc
"皓科實業有限公司",153j9qaw
"台晶再有限公司",1a2x6bijke
"綠捷能智控股份有限公司",1a2x6biew6
"佳維科技有限公司",1a2x6bjiae
"普瑞德資訊有限公司",1a2x6bjoi1
"hyve solutions_海峰電腦股份有限公司",1a2x6biwfi
"曜驊智能股份有限公司",1a2x6biwgs
"台灣捷電科技有限公司",1a2x6bj98k
"勇勝電子股份有限公司",1a2x6bjw4n
"跨買_貝殼島有限公司",1a2x6bkagg
"英錡科技股份有限公司",1a2x6bknge
"捷客物流股份有限公司",1a2x6bl7cl
"金果科技股份有限公司",1a2x6bm431
"佳和資訊科技商行",1a2x6bm442
"像素數科技術有限公司",1a2x6bm46i
"啊幄股份有限公司",1a2x6bm4b5
"創智有限公司",1a2x6bm3ua
"好思春有限公司",1a2x6bm44o
"得恩能源股份有限公司",1a2x6bm4cn
"東準科技股份有限公司",1a2x6bm48f
"瑞特遊戲科技企業社",1a2x6bm4dg
"研鋐精密電子科技股份有限公司",1a2x6bltvi
"興城科技股份有限公司",d2lyu4g
"福倉電子股份有限公司",13xc4sls
"美商捷易電子有限公司台灣分公司",1a2x6bi8r3
"群和軟體有限公司",1a2x6blpoo
"致新科技股份有限公司",12nokltk
"酷艾科技股份有限公司",1a2x6bjpuo
"紘通企業股份有限公司",7m5fg3c
"火鳳天翔科技有限公司",1a2x6bj2ms
"台灣廣田通商有限公司",7nym4sw
"威旭綠能有限公司",1a2x6bl6in
"碁泰科技股份有限公司",1a2x6bjycx
"汎神國際有限公司",1a2x6bjtbm
"鼎洲科技股份有限公司",1a2x6blnas
"協碩有限公司",1a2x6blmen
"泉聲電子股份有限公司",5zujqeg
"萬旭電業股份有限公司",achdycw
"安利得科技股份有限公司",112uiq6g
"陞鴻有限公司",1a2x6biaen
"現代財富科技有限公司",1a2x6biwol
"台灣歐日光電科技有限公司",1a2x6bivyg
"RWS Group/SDL plc_英商思迪股份有限公司",ctzjsfc
"皇輿科技有限公司",b9daqco
"宇智網通股份有限公司",ckqydzk
"嘉毅達光電企業股份有限公司",cvympkg
"日商CKD_台灣喜開理股份有限公司",d5kj0qw
"去玩工作室",1a2x6bjm2v
"呈穎科技有限公司",1a2x6bj9es
"沛然資訊有限公司",olwnzu0
"沛峰有限公司",1a2x6bjwyi
"香港商偉德國際企業有限公司",1a2x6bkl3c
"誠芯技術股份有限公司",1a2x6blv5j
"冠達國際通信工程有限公司",1a2x6bl1h8
"阿比特電子科技股份有限公司",1a2x6blhls
"數位因子網路科技有限公司",5wkrp74
"艾普特媒體有限公司",1a2x6bj2u1
"倍微科技股份有限公司",13wvgqr4
"湛研科技股份有限公司",1a2x6bket6
"新巧科技股份有限公司",1a2x6bleum
"台灣大哥大_金竑電信有限公司",1a2x6bkyzv
"好翫網路科技有限公司",1a2x6bl7lj
"弘煜科技事業股份有限公司",biikx4g
"揚聲多媒體科技股份有限公司",5yind8o
"晶成能源股份有限公司",1a2x6bkn1s
"睿加科技股份有限公司",1a2x6bkxfp
"英渥德科技股份有限公司",wd1locw
"卓航科技有限公司",1a2x6blmrv
"高平磊晶科技股份有限公司",7erwfv4
"達陣科技股份有限公司",1a2x6bll72
"亞訊股份有限公司",1a2x6bj350
"祥竑電子股份有限公司",10qcochs
"龍泰事業股份有限公司",a5hqeu8
"廣立登股份有限公司",d6wyfv4
"原始資訊科技有限公司",10yfpsrk
"佳值鏈有限公司",1a2x6bm1dd
"阿米拉拍賣股份有限公司",1a2x6bivxf
"勁游有限公司",1a2x6blv0o
"台灣智慧光網股份有限公司",1a2x6bjdt1
"希悌電信通訊器材有限公司",10yxqf2o
"晏晟科技股份有限公司",1a2x6bjl0i
"滐飛有限公司",1a2x6bm4as
"長煜科技有限公司",61lw5b4
"富蘭登科技股份有限公司",15c3kers
"財團法人電信技術中心",19hojm3k
"歐付寶電子支付股份有限公司",1a2x6bi3kb
"華能科技股份有限公司",7t2wl2w
"台達電子工業股份有限公司 _DELTA ELECTRONICS INC.",fn5mtmo
"孚佑實業有限公司",jkolag
"華碩電腦股份有限公司",auxx12g
"密科博股份有限公司",1a2x6bjajo
"統達能源股份有限公司",odzqvns
"建利光學股份有限公司",vzmxe28
"凱誠企業有限公司",10uxbn7k
"欣創科技有限公司",1a2x6bktei
"香港商創金科技有限公司",1a2x6bkzqx
"倫園有限公司",1a2x6bm47a
"逆轉科技有限公司",1a2x6bld68
"超赫科技股份有限公司",1a2x6blj7z
"亞古瑞得科技有限公司",1a2x6bjh4q
"Carim_嘉利姆工程股份有限公司",111p5rk0
"威衍有限公司",1a2x6bin3f
"引力數碼有限公司",1a2x6bkai6
"新揚科技股份有限公司",wihhl6o
"Tomofun_友愉股份有限公司",1a2x6bj1nc
"英商思睿邏輯國際股份有限公司台灣分公司",widsldk
"紅然股份有限公司",1a2x6bkkeu
"逸盛科技股份有限公司",158un41s
"意藍資訊股份有限公司",1a2x6bjjlo
"浩園科技股份有限公司",1a2x6bi84i
"瑪帛科技股份有限公司",1a2x6bkuyy
"大地光纖股份有限公司",a5itw4w
"均豪精密工業股份有限公司",fjmn8gw
"樂玩科技股份有限公司",1a2x6bjn0g
"環球聯通科技股份有限公司",czsvbqw
"崇威工程顧問有限公司",1a2x6blihw
"天旭國際科技有限公司",1a2x6bjyqi
"暐駿企業股份有限公司",155e5l68
"力德新能源科技有限公司",1a2x6blqhl
"太淘氣科技有限公司",1a2x6bm49c
"Axstarzy Dotcom Sdn Bhd",1a2x6bm44k
"憶貿企業股份有限公司",29bmhe0
"凡允股份有限公司",au5z2k8
"台灣東芝照明股份有限公司",10shzpvs
"崇翌科技股份有限公司",we32py0
"韓商愛思開矽得榮股份有限公司",10whgl2g
"昇頻股份有限公司",wi0phi0
"南岩半導體股份有限公司",7ju22pk
"瑞保網路科技股份有限公司",1a2x6bjgsz
"榮昌科技股份有限公司",154z9slc
"榮欽科技股份有限公司",158jyfa8
"誠遠科技股份有限公司",13ro3ue8
"晉暘科技股份有限公司",18qf6l6w
"錡創科技股份有限公司",1a2x6bijds
"筆記網路股份有限公司",1a2x6bj1f1
"奕鈦系統科技有限公司",1a2x6bisvk
"致伸科技股份有限公司",cv6lny8
"華泰電線電纜有限公司",fup1rhk
"測驗出版股份有限公司",dc68p4w
"環翔科技有限公司",1a2x6bjoyn
"震昇科技企業股份有限公司",1a2x6bjaug
"緯岑科技有限公司",1a2x6bjk9m
"震昇科技企業股份有限公司",1a2x6bjaug
"宇禾數位股份有限公司",1a2x6bk2sa
"庶正創新科技有限公司",1a2x6blmwb
"胤敦國際開發有限公司",1a2x6bltvc
"台灣盈士多科技股份有限公司",1a2x6bkijf
"創穎科技有限公司",1a2x6blkji
"菲強新創有限公司",1a2x6bm47h
"家鉅科技有限公司",1a2x6bm472
"絕對網路工程股份有限公司",1a2x6bm4bv
"岦威智控有限公司",1a2x6bm3tk
"家耕國際有限公司",1a2x6bm46n
"彪雅有限公司",1a2x6bi846
"宏迎科技有限公司",1a2x6bjz08
"誠雲科技股份有限公司",1a2x6bi9dw
"勤峰有限公司",1a2x6bkcrf
"優美科薄膜材料股份有限公司",10syo42w
"特樂通股份有限公司",1a2x6bint0
"天子電子股份有限公司",alxnkgw
"天芯科技股份有限公司",co6zrug
"韓代國際股份有限公司",12prlco8
"新加坡商亞太美德電子股份有限公司台灣分公司",wjal5dk
"香港商光影互動有限公司",1a2x6bl4ok
"麗得科技股份有限公司",1a2x6bi2yc
"奕銓科技股份有限公司",az1v84g
"捷揚航電股份有限公司",1a2x6bjesk
"飛捷科技股份有限公司",9r43ko8
"鑫賀科技股份有限公司",60ymjrc
"科群實業股份有限公司",10s734e8
"源映製作有限公司",cqvqge0
"實盈光電股份有限公司",ctix03k
"迪貿科技股份有限公司",1a2x6bkk9u
"信諾科技有限公司",10vp3ceo
"擎昊科技股份有限公司",5xunhpc
"亞迪電子股份有限公司",1a2x6bj9a3
"洋華光電股份有限公司",10vcrnew
"紅鬍子數位有限公司",1a2x6bkybs
"創想知識股份有限公司",1a2x6bluiv
"為客資訊股份有限公司",1a2x6bjgz3
"映建實業有限公司",13m8ngzc
"博弘雲端科技股份有限公司",d3axa9c
"惟聖科技股份有限公司",clbdvm0
"相對科技有限公司",1a2x6bm45h
"中鼎集團_新鼎系統股份有限公司",ae3d2xk
"萬有半導體有限公司",d8wj6zc
"達立科技股份有限公司",d0mmzzs
"英屬蓋曼群島商擷適科技股份有限公司台灣分公司",d26vazs
"綠億科技股份有限公司",bhq3oy0
"未來史卡特股份有限公司",1a2x6bm45p
"永辰科技股份有限公司",10t6nccw
"遠欣股份有限公司",wjfy11s
"台灣愛德克股份有限公司",13gzxfc0
"奕傑電子股份有限公司",18l79wn4
"長泓有限公司",18kgtvhs
"擎亞電子股份有限公司",7e8zubk
"阿托科技股份有限公司",7e10trc
"通泰積體電路股份有限公司",a95oti0
"允?有限公司",a9elgpk
"緯宇國際有限公司",1a2x6bjfsy
"科傳服務股份有限公司",1a2x6blmvk
"盛仕科技股份有限公司",1a2x6bk7ei
"果亞創意有限公司",1a2x6bm44a
"兆達股份有限公司",1a2x6bm45i
"紘信科技行",1a2x6bm462
"宏展能源科技企業社",1a2x6bm46t
"星恆科技有限公司",1a2x6bm447
"默聲創意有限公司",1a2x6bl9fx
"啟因科技股份有限公司",1a2x6ble17
"科傳服務股份有限公司",1a2x6blmvk
"霈庭能源股份有限公司",1a2x6blygh
"魔特創意有限公司",1a2x6bl2j9
"台灣迅聯通信股份有限公司",ohqigao
"宏門有限公司",b7ghn74
"鈦文科技股份有限公司",10tlgxgo
"裕倫科技股份有限公司",1a2x6bjphf
"ProFix蘋果手機維修_程迅通信有限公司",1a2x6bldxs
"小驢行股份有限公司",1a2x6bkl34
"台灣帕太科技股份有限公司",1a2x6bi7gm
"寰準數位有限公司",1a2x6blvq7
"歐森電子商務有限公司",1a2x6blg96
"泰寧股份有限公司",12ygx928
"捷將科技有限公司",cqhmiw8
"鴻昌電熱科技有限公司",10xpgbq8
"資訊星科技股份有限公司",5tkrhw0
"景旺科技股份有限公司",cvsy7oo
"奕騏有限公司",1a2x6biu74
"韻達國際股份有限公司",1a2x6bix9x
"自由數位精品通訊_自由數位精品企業社",1a2x6biham
"航龍電業有限公司",1a2x6bip1t
"尊威科技企業有限公司",we1hopc
"上賀電腦股份有限公司",1a2x6blqw6
"立巨電子股份有限公司",5u58gr4
"得利誠健康生活科技股份有限公司",155bhe7k
"利安科技股份有限公司",1a2x6bk3vo
"巨耀資訊顧問有限公司",bhid5xs
"宸揚資科股份有限公司",oh0vb9s
"創盛國際資訊科技有限公司",5w9j88o
"雅安科技有限公司",1108jlqo
"遠寬電信股份有限公司",5t8a2vk
"光元先進科技股份有限公司",7qov7og
"麻吉pos系統_碼析企業股份有限公司",5zs4ka8
"雅士博科技股份有限公司",7pb96m0
"柏怡電子股份有限公司",7sk7yko
"香港商美科鴻霆科技有限公司",d2265hk
"聯穎光電股份有限公司",ofc79i0
"台灣AGC電子_台灣艾杰旭電子股份有限公司中壢分公司",oigxy5k
"日商HORIBA_台灣堀場股份有限公司",1a2x6bi0mn
"嵐雅光學股份有限公司",1a2x6bi901
"創義達科技股份有限公司",1a2x6biv5b
"木易通科技有限公司",1a2x6bktro
"台灣聯?電子有限公司",1a2x6bl9kh
"智雲資訊服務有限公司",1a2x6blmv4
"星樂創有限公司",1a2x6blnkt
"永榮發興業股份有限公司",1a2x6blva5
"betwo影像製作_白兔影音國際有限公司",1a2x6bkov3
"享讚電子股份有限公司",1a2x6bm43d
"啟恆國際科技有限公司",1a2x6bm3yc
"Alto Semiconductors Inc._美商安拓半導體有限公司台灣分公司",1a2x6bm424
"宏典國際行銷有限公司",1a2x6bm43f
"全球智匯鏈科技有限公司",1a2x6bm43z
"祥翊資訊科技有限公司",1a2x6bm443
"永榮發興業股份有限公司",1a2x6blva5
"享讚電子股份有限公司",1a2x6bm43d
"艾夏有限公司",1a2x6bjyat
"品閣有限公司",1a2x6bijlg
"百揚資訊科技有限公司",autmdxs
"堡達實業股份有限公司",ae6tb5k
"青騰國際有限公司",dayle08
"盛星科技股份有限公司",1a2x6bjptb
"佳鴻科技股份有限公司",110dgbmg
"長鴻電子股份有限公司",7s4mtyg
"和群科技有限公司",1a2x6bj1zc
"加國太陽能股份有限公司",1a2x6bligd
"摩鉅科技股份有限公司",dbtr2eo
"長瀛科技股份有限公司",cjc6768
"麟數據科技股份有限公司",1a2x6bjpwh
"英薩吉有限公司",1a2x6blu9h
"谷宇科技股份有限公司",1a2x6bkbgp
"亞太資電科技股份有限公司",10xi74y8
"良泰國際有限公司",1a2x6blyxn
"馬來西亞商科藝工程有限公司台灣分公司",ciiycns
"紅貴賓資訊有限公司",1a2x6bkljz
"羊咩咩整合行銷有限公司",1a2x6blfi3
"澄安國際有限公司",1a2x6bm3zd
"主橙資訊科技股份有限公司",1a2x6bkq6n
"長貫股份有限公司",av80vu0
"正詠資訊股份有限公司",aob4xyo
"傳奇網路遊戲股份有限公司",5ylgmaw
"Cutaway卡個位 _賽米資訊股份有限公司",1a2x6bkk5f
"前瞻資訊休閒社",6lrw888
"大恒電線電纜股份有限公司",13qur8l4
"金協昌科技股份有限公司",12ukt18o
"睿志科技有限公司",18oh06ko
"劼利企業有限公司",1a2x6bifjv
"雲端行動科技股份有限公司",1a2x6bia1x
"同誠科技有限公司",1a2x6biils
"銘承科技有限公司",1a2x6bj33u
"TechNexion Ltd_彤晟科技股份有限公司",crrrdsg
"台灣愛司帝科技股份有限公司",d650p2o
"Vyond_香港商高創動訊有限公司台灣分公司",1a2x6bj7q6
"崴遠科技股份有限公司",1a2x6bki79
"台灣歐瑞康巴爾查斯鍍膜股份有限公司",1a2x6bkq2q
"製造本事股份有限公司",1a2x6bkvwr
"全國達康股份有限公司",1a2x6bl3v7
"台灣捷時雅電子材料股份有限公司",1a2x6bm3wp
"耀鎂企業社",1a2x6bm3zh
"載雲網路有限公司",1a2x6bm40j
"NVIDIA_新加坡商輝達開發有限公司台灣分公司",1a2x6bm42t
"通泰克科技股份有限公司",1a2x6bm416
"迅捷光電有限公司",1a2x6bl76a
"日商美笛軻蘇電子科技股份有限公司",1a2x6bix6a
"元昱科技有限公司",1a2x6bm1ik
"聖勝科技有限公司",1a2x6bl2uf
"公旭實業股份有限公司",1565vyj4
"萬達人工智慧科技股份有限公司",1a2x6bl7mp
"仕川國際有限公司",1a2x6blpjk
"城邦科技有限公司",1a2x6biv68
"世創生物科技股份有限公司",1a2x6bkux7
"東廣科技有限公司",1a2x6biieq
"金嶧機電股份有限公司",7dskcc8
"漸強賴伯股份有限公司",1a2x6bklsl
"Flextronics International (Taiwan) Ltd_偉創力股份有限公司",as2ph1c
"九亨國際股份有限公司",csk7lpc
"新瑞系統有限公司",1a2x6bi6ya
"Benchmark Internet Group_奔馳雲端科技有限公司",ojqmo14
"勝弘鐳射科技股份有限公司",d3fsgl4
"海神網路科技有限公司",1a2x6blxom
"元鐙金屬股份有限公司",gohc6zk
"休斯微技術股份有限公司",10xn66xs
"奕誠精密有限公司",7l6yrqo
"隼征股份有限公司",1a2x6bkhjx
"虎椰製作工作室",117fhj8w
"台灣旅圖資訊股份有限公司",b6ifzqo
"哇嗚數位創意股份有限公司",1a2x6bi6t8
"神聚系統整合有限公司",1a2x6blyrz
"智新資通股份有限公司",cteertk
"金磚通訊科技股份有限公司",1a2x6biccl
"幅銳態科技股份有限公司",olm2s2g
"吉昌科技有限公司",1a2x6bl8ai
"億科國際股份有限公司",5tx2p4w
"恆鈦能源股份有限公司",5vpfxns
"捷虹資訊股份有限公司",1a2x6bkkhg
"V523地產資訊網_金韋翰科技有限公司",1a2x6bic1f
"騰富科技股份有限公司",wfdhsw8
"允臣有限公司",1a2x6blf93
"飛資得資訊股份有限公司",afnxr5c
"美商浪橋科技股份有限公司_Splashtop Inc.",cu8hxnc
"安源科技有限公司",cvshfio
"全一電子股份有限公司",vvh5kco
"正圓興業股份有限公司",13jv4x1s
"億杰科技股份有限公司",12nz7rsw
